person,personLabel,birthDate,birthPlaceLabel,deathDate,genderLabel,occupationLabel,educationLabel,biography,source
http://www.wikidata.org/entity/Q59948,Дејан Дуковски,1969-04-26,Скопје,,машки,драматург,Универзитет „Св. Кирил и Методиј“,Дејан Дуковски е роден на 1969-04-26 во Скопје. По професија е драматург. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q59948,Дејан Дуковски,1969-01-01,Скопје,,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Роден на 1969-01-01 во Скопје, Дејан Дуковски работи како универзитетски професор. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q59948,Дејан Дуковски,1969-04-26,Скопје,,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“,Дејан Дуковски е роден на 1969-04-26 во Скопје. По професија е универзитетски професор. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q72051,Ермис Лафазановски,1961-12-08,Клуж-Напока,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Роден на 1961-12-08 во Клуж-Напока, Ермис Лафазановски работи како писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72051,Ермис Лафазановски,1961-12-08,Клуж-Напока,,машки,есеист,Универзитет „Св. Кирил и Методиј“,Ермис Лафазановски е есеист со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1961-12-08 во Клуж-Напока.,original
http://www.wikidata.org/entity/Q72051,Ермис Лафазановски,1961-12-08,Клуж-Напока,,машки,книжевен историчар,Универзитет „Св. Кирил и Методиј“,"Ермис Лафазановски е книжевен историчар. Роден е на 1961-12-08 во Клуж-Напока, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72053,Благоја Иванов,1931-02-04,Скопје,,машки,писател,Универзитет „Св. Кирил и Методиј“,Благоја Иванов е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1931-02-04 во Скопје.,original
http://www.wikidata.org/entity/Q72053,Благоја Иванов,1931-02-04,Скопје,,машки,новинар,Универзитет „Св. Кирил и Методиј“,Благоја Иванов е роден на 1931-02-04 во Скопје. По професија е новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-04-23,Куманово,2020-09-15,машки,писател,Универзитет „Св. Кирил и Методиј“,Данило Коцевски е роден на 1947-04-23 во Куманово. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2020-09-15.,original
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-05-02,Куманово,2020-09-15,машки,писател,Универзитет „Св. Кирил и Методиј“,"Данило Коцевски, роден во Куманово на 1947-05-02, е писател. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2020-09-15.",original
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-04-23,Куманово,2020-09-15,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,Данило Коцевски е книжевен критичар со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1947-04-23 во Куманово. Починал на 2020-09-15.,original
http://www.wikidata.org/entity/Q72064,Данило Коцевски,1947-05-02,Куманово,2020-09-15,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Роден на 1947-05-02 во Куманово, Данило Коцевски работи како книжевен критичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2020-09-15.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11,Велес,,женски,писател,Универзитет „Св. Кирил и Методиј“,"Катица Ќулавкова, родена во Велес на 1951-12-11, е писател. Образованието го завршила на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21,Велес,,женски,писател,Универзитет „Св. Кирил и Методиј“,Катица Ќулавкова е родена на 1951-12-21 во Велес. По професија е писател. Образованието го стекнала на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11,Велес,,женски,поет,Универзитет „Св. Кирил и Методиј“,Катица Ќулавкова е поет со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1951-12-11 во Велес.,original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21,Велес,,женски,поет,Универзитет „Св. Кирил и Методиј“,Катица Ќулавкова е родена на 1951-12-21 во Велес. По професија е поет. Образованието го стекнала на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11,Велес,,женски,преведувач,Универзитет „Св. Кирил и Методиј“,"Катица Ќулавкова, родена во Велес на 1951-12-11, е преведувач. Образованието го завршила на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21,Велес,,женски,преведувач,Универзитет „Св. Кирил и Методиј“,"Родена на 1951-12-21 во Велес, Катица Ќулавкова работи како преведувач. Образованието го стекнала на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11,Велес,,женски,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Катица Ќулавкова е универзитетски професор. Родена е на 1951-12-11 во Велес, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21,Велес,,женски,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Катица Ќулавкова е универзитетски професор. Родена е на 1951-12-21 во Велес, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11,Велес,,женски,книжевен критичар,Универзитет „Св. Кирил и Методиј“,Катица Ќулавкова е книжевен критичар со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1951-12-11 во Велес.,original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21,Велес,,женски,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Катица Ќулавкова е книжевен критичар. Родена е на 1951-12-21 во Велес, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-11,Велес,,женски,книжевен историчар,Универзитет „Св. Кирил и Методиј“,Катица Ќулавкова е книжевен историчар со образование од Универзитет „Св. Кирил и Методиј“. Родена е на 1951-12-11 во Велес.,original
http://www.wikidata.org/entity/Q72071,Катица Ќулавкова,1951-12-21,Велес,,женски,книжевен историчар,Универзитет „Св. Кирил и Методиј“,"Катица Ќулавкова е книжевен историчар. Родена е на 1951-12-21 во Велес, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72073,Ефтим Клетников,1946-11-06,Негрево,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Ефтим Клетников е писател. Роден е на 1946-11-06 во Негрево, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72073,Ефтим Клетников,1946-11-06,Негрево,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Ефтим Клетников е книжевен критичар. Роден е на 1946-11-06 во Негрево, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15,Гајре,2005-01-01,машки,писател,Универзитет „Св. Кирил и Методиј“,Мурат Исаку е роден на 1928-04-15 во Гајре. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2005-01-01.,original
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15,Гајре,2005-01-01,машки,поет,Универзитет „Св. Кирил и Методиј“,"Мурат Исаку е поет. Роден е на 1928-04-15 во Гајре, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2005-01-01.",original
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15,Гајре,2005-01-01,машки,преведувач,Универзитет „Св. Кирил и Методиј“,"Мурат Исаку, роден во Гајре на 1928-04-15, е преведувач. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2005-01-01.",original
http://www.wikidata.org/entity/Q72270,Мурат Исаку,1928-04-15,Гајре,2005-01-01,машки,новинар,Универзитет „Св. Кирил и Методиј“,Мурат Исаку е роден на 1928-04-15 во Гајре. По професија е новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2005-01-01.,original
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-05-10,Брајчино,2016-12-23,машки,писател,Q6054382,"Мето Јовановски е писател. Роден е на 1928-05-10 во Брајчино, образование: Q6054382. Починал на 2016-12-23.",original
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-10-18,Брајчино,2016-12-23,машки,писател,Q6054382,"Роден на 1928-10-18 во Брајчино, Мето Јовановски работи како писател. Образованието го стекнал на Q6054382. Починал на 2016-12-23.",original
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-05-10,Брајчино,2016-12-23,машки,новинар,Q6054382,"Мето Јовановски, роден во Брајчино на 1928-05-10, е новинар. Образованието го завршил на Q6054382. Починал на 2016-12-23.",original
http://www.wikidata.org/entity/Q72550,Мето Јовановски,1928-10-18,Брајчино,2016-12-23,машки,новинар,Q6054382,Мето Јовановски е роден на 1928-10-18 во Брајчино. По професија е новинар. Образованието го стекнал на Q6054382. Починал на 2016-12-23.,original
http://www.wikidata.org/entity/Q76848,Радован Павловски,1937-11-23,Ниш,2022-02-23,машки,писател,Универзитет „Св. Кирил и Методиј“,Радован Павловски е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1937-11-23 во Ниш. Починал на 2022-02-23.,original
http://www.wikidata.org/entity/Q76848,Радован Павловски,1937-11-23,Ниш,2022-02-23,машки,поет,Универзитет „Св. Кирил и Методиј“,"Роден на 1937-11-23 во Ниш, Радован Павловски работи како поет. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2022-02-23.",original
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03,Штип,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Ристо Лазаров е писател. Роден е на 1949-10-03 во Штип, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03,Штип,,машки,поет,Универзитет „Св. Кирил и Методиј“,Ристо Лазаров е роден на 1949-10-03 во Штип. По професија е поет. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03,Штип,,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Роден на 1949-10-03 во Штип, Ристо Лазаров работи како новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q80276,Ристо Лазаров,1949-10-03,Штип,,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Ристо Лазаров е книжевен критичар. Роден е на 1949-10-03 во Штип, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q80279,Никола Алтиев,1942-01-01,Велес,,машки,писател,Универзитет „Св. Кирил и Методиј“,"Роден на 1942-01-01 во Велес, Никола Алтиев работи како писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q80279,Никола Алтиев,1942-01-01,Велес,,машки,поет,Универзитет „Св. Кирил и Методиј“,Никола Алтиев е роден на 1942-01-01 во Велес. По професија е поет. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13,Истанбул,2018-06-06,машки,писател,Универзитет „Св. Кирил и Методиј“,Матеја Матевски е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1929-03-13 во Истанбул. Починал на 2018-06-06.,original
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13,Истанбул,2018-06-06,машки,поет,Универзитет „Св. Кирил и Методиј“,"Матеја Матевски е поет. Роден е на 1929-03-13 во Истанбул, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2018-06-06.",original
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13,Истанбул,2018-06-06,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Роден на 1929-03-13 во Истанбул, Матеја Матевски работи како новинар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2018-06-06.",original
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13,Истанбул,2018-06-06,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,Матеја Матевски е роден на 1929-03-13 во Истанбул. По професија е книжевен критичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2018-06-06.,original
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13,Истанбул,2018-06-06,машки,јазичар,Универзитет „Св. Кирил и Методиј“,Матеја Матевски е роден на 1929-03-13 во Истанбул. По професија е јазичар. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2018-06-06.,original
http://www.wikidata.org/entity/Q80358,Матеја Матевски,1929-03-13,Истанбул,2018-06-06,машки,театарски критичар,Универзитет „Св. Кирил и Методиј“,Матеја Матевски е театарски критичар со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1929-03-13 во Истанбул. Починал на 2018-06-06.,original
http://www.wikidata.org/entity/Q94685,Авни Абдулах,1948-05-03,Призрен,,машки,писател,Универзитет „Св. Кирил и Методиј“,Авни Абдулах е роден на 1948-05-03 во Призрен. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“.,original
http://www.wikidata.org/entity/Q94685,Авни Абдулах,1948-05-03,Призрен,,машки,новинар,Универзитет „Св. Кирил и Методиј“,Авни Абдулах е новинар со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1948-05-03 во Призрен.,original
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18,Битола,2002-05-21,машки,писател,Универзитет „Св. Кирил и Методиј“,Слободан Мицковиќ е писател со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1935-06-18 во Битола. Починал на 2002-05-21.,original
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18,Битола,2002-05-21,машки,политичар,Универзитет „Св. Кирил и Методиј“,Слободан Мицковиќ е политичар со образование од Универзитет „Св. Кирил и Методиј“. Роден е на 1935-06-18 во Битола. Починал на 2002-05-21.,original
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18,Битола,2002-05-21,машки,новинар,Универзитет „Св. Кирил и Методиј“,"Слободан Мицковиќ е новинар. Роден е на 1935-06-18 во Битола, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2002-05-21.",original
http://www.wikidata.org/entity/Q94693,Слободан Мицковиќ,1935-06-18,Битола,2002-05-21,машки,книжевен критичар,Универзитет „Св. Кирил и Методиј“,"Слободан Мицковиќ, роден во Битола на 1935-06-18, е книжевен критичар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2002-05-21.",original
http://www.wikidata.org/entity/Q94695,Драги Михајловски,1951-10-16,Битола,2022-02-21,машки,писател,Универзитет „Св. Кирил и Методиј“,Драги Михајловски е роден на 1951-10-16 во Битола. По професија е писател. Образованието го стекнал на Универзитет „Св. Кирил и Методиј“. Починал на 2022-02-21.,original
http://www.wikidata.org/entity/Q94695,Драги Михајловски,1951-10-16,Битола,2022-02-21,машки,политичар,Универзитет „Св. Кирил и Методиј“,"Драги Михајловски, роден во Битола на 1951-10-16, е политичар. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2022-02-21.",original
http://www.wikidata.org/entity/Q2735509,Рајан Стак,1975-07-24,Нешвил,,машки,кошаркар,Q1024426,Рајан Стак е роден на 1975-07-24 во Нешвил. По професија е кошаркар. Образованието го стекнал на Q1024426.,original
http://www.wikidata.org/entity/Q3012069,Петар Хаџи Бошков,1928-06-01,Скопје,2015-03-22,машки,уметник,Универзитет во Љубљана,"Петар Хаџи Бошков, роден во Скопје на 1928-06-01, е уметник. Образованието го завршил на Универзитет во Љубљана. Починал на 2015-03-22.",original
http://www.wikidata.org/entity/Q3012069,Петар Хаџи Бошков,1928-06-01,Скопје,2015-03-22,машки,вајар,Универзитет во Љубљана,Петар Хаџи Бошков е роден на 1928-06-01 во Скопје. По професија е вајар. Образованието го стекнал на Универзитет во Љубљана. Починал на 2015-03-22.,original
http://www.wikidata.org/entity/Q3016341,Дарко Димитров,1973-01-21,Скопје,,машки,музички продуцент,СУ „Јосип Броз Тито“ - Скопје,"Роден на 1973-01-21 во Скопје, Дарко Димитров работи како музички продуцент. Образованието го стекнал на СУ „Јосип Броз Тито“ - Скопје.",original
http://www.wikidata.org/entity/Q3016341,Дарко Димитров,1973-01-21,Скопје,,машки,текстописец,СУ „Јосип Броз Тито“ - Скопје,Дарко Димитров е текстописец со образование од СУ „Јосип Броз Тито“ - Скопје. Роден е на 1973-01-21 во Скопје.,original
http://www.wikidata.org/entity/Q3070876,Столе Попов,1950-08-20,Скопје,,машки,кинорежисер,Универзитет за уметности,"Столе Попов е кинорежисер. Роден е на 1950-08-20 во Скопје, образование: Универзитет за уметности.",original
http://www.wikidata.org/entity/Q3083426,Јанко Константинов,1926-01-18,Битола,2010-01-01,машки,архитект,Белградски универзитет,"Јанко Константинов, роден во Битола на 1926-01-18, е архитект. Образованието го завршил на Белградски универзитет. Починал на 2010-01-01.",original
http://www.wikidata.org/entity/Q3083426,Јанко Константинов,1926-01-18,Битола,2010-01-01,машки,сликар,Белградски универзитет,"Роден на 1926-01-18 во Битола, Јанко Константинов работи како сликар. Образованието го стекнал на Белградски универзитет. Починал на 2010-01-01.",original
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29,Крагуевац,2020-12-12,машки,писател,Јејл,"Георги Константиновски, роден во Крагуевац на 1930-07-29, е писател. Образованието го завршил на Јејл. Починал на 2020-12-12.",original
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29,Крагуевац,2020-12-12,машки,архитект,Јејл,"Георги Константиновски, роден во Крагуевац на 1930-07-29, е архитект. Образованието го завршил на Јејл. Починал на 2020-12-12.",original
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29,Крагуевац,2020-12-12,машки,универзитетски професор,Јејл,"Георги Константиновски, роден во Крагуевац на 1930-07-29, е универзитетски професор. Образованието го завршил на Јејл. Починал на 2020-12-12.",original
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29,Крагуевац,2020-12-12,машки,писател,Универзитет „Св. Кирил и Методиј“,"Георги Константиновски, роден во Крагуевац на 1930-07-29, е писател. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2020-12-12.",original
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29,Крагуевац,2020-12-12,машки,архитект,Универзитет „Св. Кирил и Методиј“,"Георги Константиновски, роден во Крагуевац на 1930-07-29, е архитект. Образованието го завршил на Универзитет „Св. Кирил и Методиј“. Починал на 2020-12-12.",original
http://www.wikidata.org/entity/Q3103758,Георги Константиновски,1930-07-29,Крагуевац,2020-12-12,машки,универзитетски професор,Универзитет „Св. Кирил и Методиј“,"Георги Константиновски е универзитетски професор. Роден е на 1930-07-29 во Крагуевац, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2020-12-12.",original
http://www.wikidata.org/entity/Q3304251,Q3304251,1947-01-01,Велешта,,машки,писател,Приштински универзитет,"Q3304251, роден во Велешта на 1947-01-01, е писател. Образованието го завршил на Приштински универзитет.",original
http://www.wikidata.org/entity/Q3304251,Q3304251,1947-01-01,Велешта,,машки,писател,Q1630703,"Q3304251 е писател. Роден е на 1947-01-01 во Велешта, образование: Q1630703.",original
http://www.wikidata.org/entity/Q3355314,Зоран Јолевски,1959-07-16,Скопје,,машки,политичар,Универзитет „Св. Кирил и Методиј“,"Зоран Јолевски е политичар. Роден е на 1959-07-16 во Скопје, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3355314,Зоран Јолевски,1959-07-16,Скопје,,машки,економист,Универзитет „Св. Кирил и Методиј“,"Зоран Јолевски е економист. Роден е на 1959-07-16 во Скопје, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3355314,Зоран Јолевски,1959-07-16,Скопје,,машки,дипломат,Универзитет „Св. Кирил и Методиј“,"Зоран Јолевски е дипломат. Роден е на 1959-07-16 во Скопје, образование: Универзитет „Св. Кирил и Методиј“.",original
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03,Лазарополе,2003-10-01,машки,писател,Универзитет „Св. Кирил и Методиј“,"Анте Поповски е писател. Роден е на 1931-06-03 во Лазарополе, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2003-10-01.",original
http://www.wikidata.org/entity/Q3359911,Анте Поповски,1931-06-03,Лазарополе,2003-10-01,машки,поет,Универзитет „Св. Кирил и Методиј“,"Анте Поповски е поет. Роден е на 1931-06-03 во Лазарополе, образование: Универзитет „Св. Кирил и Методиј“. Починал на 2003-10-01.",original
